id,Level 2 Disease Group,id,Level 3 Disease Subgroup,id,Level 4 Specific Disorder,Last Updated,Phenotype,Phenotype ID,Test,Test ID
10956,Dermatological disorders,36587,Skin adnexa disorders,36849,Non-syndromic hypotrichosis,20/03/18,Generalized hypotrichosis,HP:0004528,,
10956,Dermatological disorders,36587,Skin adnexa disorders,36849,Non-syndromic hypotrichosis,20/03/18,Coarse hair,HP:0002208,,
10956,Dermatological disorders,36587,Skin adnexa disorders,36849,Non-syndromic hypotrichosis,20/03/18,Erythema,HP:0010783,,
10956,Dermatological disorders,36587,Skin adnexa disorders,36849,Non-syndromic hypotrichosis,20/03/18,Pruritus,HP:0000989,,
10956,Dermatological disorders,36587,Skin adnexa disorders,36849,Non-syndromic hypotrichosis,20/03/18,Fair hair,HP:0002286,,
10956,Dermatological disorders,36587,Skin adnexa disorders,36849,Non-syndromic hypotrichosis,20/03/18,Generalized papillary lesions,HP:0007482,,
10956,Dermatological disorders,36587,Skin adnexa disorders,36849,Non-syndromic hypotrichosis,20/03/18,Follicular hyperkeratosis,HP:0007502,,
10956,Dermatological disorders,36587,Skin adnexa disorders,36849,Non-syndromic hypotrichosis,20/03/18,Sparse body hair,HP:0002231,,
10956,Dermatological disorders,36587,Skin adnexa disorders,36849,Non-syndromic hypotrichosis,20/03/18,,,General Imaging Diagnostics,33633.1
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Abnormal blistering of the skin,HP:0008066,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Palmoplantar blistering,HP:0007446,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Palmoplantar keratoderma,HP:0000982,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Skin erosion,HP:0200041,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Milia,HP:0001056,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Atrophic scars,HP:0001075,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Fragile skin,HP:0001030,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Mitten deformity,HP:0004057,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Poikiloderma,HP:0001029,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Cutaneous photosensitivity,HP:0000992,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Hyperpigmentation of the skin,HP:0000953,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Nail dystrophy,HP:0008404,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Anonychia,HP:0001798,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Alopecia of scalp,HP:0002293,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Abnormality of hair texture,HP:0010719,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Glomerulonephritis,HP:0000099,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Renal insufficiency,HP:0000083,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Urethral stricture,HP:0012227,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Cardiomyopathy,HP:0001638,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Delayed puberty,HP:0000823,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Osteoporosis,HP:0000939,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Anemia,HP:0001903,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Growth delay,HP:0001510,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Failure to thrive,HP:0001508,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Gingival overgrowth,HP:0000212,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Ankyloglossia,HP:0010296,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Hypoplasia of dental enamel,HP:0006297,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Colitis,HP:0002583,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Esophagitis,HP:0100633,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Ectropion,HP:0000656,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Blepharitis,HP:0000498,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Corneal erosion,HP:0200020,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Interstitial pulmonary abnormality,HP:0006530,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Recurrent infections,HP:0002719,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Abnormality of the outer ear,HP:0000356,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Abnormality of the nasal alae,HP:0000429,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Flexion contracture,HP:0001371,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Squamous cell carcinoma,HP:0002860,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Melanoma,HP:0002861,,
10956,Dermatological disorders,33346,Skin fragility disorders,33684,Epidermolysis bullosa,20/03/18,Basal cell carcinoma,HP:0002671,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Erythema,HP:0010783,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Skin erosion,HP:0200041,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Pruritus,HP:0000989,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Abnormal blistering of the skin,HP:0008066,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Ichthyosis,HP:0008064,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Hyperkeratosis,HP:0000962,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Lichenification,HP:0100725,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Hypohidrosis,HP:0000966,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Hyperhidrosis,HP:0000975,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Leukonychia,HP:0001820,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Punctate palmoplantar hyperkeratosis,HP:0007530,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Cheilitis,HP:0100825,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Thick nail,HP:0001805,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Palmoplantar keratoderma,HP:0000982,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Atopic dermatitis,HP:0001047,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Increased IgE level,HP:0003212,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Eosinophilia,HP:0001880,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Urticaria,HP:0001025,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Failure to thrive,HP:0001508,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Recurrent bacterial skin infections,HP:0005406,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Erythroderma,HP:0001019,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Angioedema,HP:0100665,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Allergy,HP:0012393,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,Hypotrichosis,HP:0001006,,
10956,Dermatological disorders,33346,Skin fragility disorders,36540,Peeling skin syndrome,20/03/18,,,General Imaging Diagnostics,33633.1
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Increased erythrocyte protoporphyrin concentration,HP:0012187,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Cutaneous photosensitivity,HP:0000992,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Palmoplantar keratoderma,HP:0000982,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Edema,HP:0000969,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Microcytic anemia,HP:0001935,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Biliary tract abnormality,HP:0001080,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Cholelithiasis,HP:0001081,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Hepatic failure,HP:0001399,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Cirrhosis,HP:0001394,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Cholestasis,HP:0001396,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,Elevated hepatic transaminases,HP:0002910,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,11037,Erythropoietic protoporphyria -  mild variant,20/03/18,,,Porphyria investigations,33164.1
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Cutaneous photosensitivity,HP:0000992,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Lymphadenopathy,HP:0002716,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Lymphoma,HP:0002665,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Photophobia,HP:0000613,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Chemosis,HP:0012375,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Keratoconjunctivitis,HP:0001096,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Corneal ulceration,HP:0012804,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Iritis,HP:0001101,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Uveitis,HP:0000554,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Episcleritis,HP:0100534,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Recurrent aphthous stomatitis,HP:0011107,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Fever,HP:0001945,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Weight loss,HP:0001824,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Hepatomegaly,HP:0002240,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Splenomegaly,HP:0001744,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Elevated hepatic transaminases,HP:0002910,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Leukopenia,HP:0001882,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,Thrombocytopenia,HP:0001873,,
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,,,Virology,33171.1
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,,,General Biopsy,33614.1
10956,Dermatological disorders,10958,Sun-exposure related conditions,15083,Hydroa vacciniforme,20/03/18,,,General Non-imaging Diagnostics,34838.1
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Short stature,HP:0004322,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Failure to thrive in infancy,HP:0001531,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Microcephaly,HP:0000252,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Intellectual disability,HP:0001249,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Global developmental delay,HP:0001263,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Seizures,HP:0001250,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Protruding ear,HP:0000411,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Long palpebral fissure,HP:0000637,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Eversion of lateral third of lower eyelids,HP:0007655,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Highly arched eyebrow,HP:0002553,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Sparse lateral eyebrow,HP:0005338,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Ptosis,HP:0000508,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Short columella,HP:0002000,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Depressed nasal tip,HP:0000437,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Cleft palate,HP:0000175,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Cleft upper lip,HP:0000204,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Hypodontia,HP:0000668,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Sensorineural hearing impairment,HP:0000407,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Conductive hearing impairment,HP:0000405,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Prominent fingertip pads,HP:0001212,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Abnormal heart morphology,HP:0001627,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Ventricular septal defect,HP:0001629,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Atrial septal defect,HP:0001631,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Coarctation of aorta,HP:0001680,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Congenital hypothyroidism,HP:0000851,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Neonatal hypoglycemia,HP:0001998,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Premature thelarche,HP:0010314,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Cryptorchidism,HP:0000028,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Abnormal renal morphology,HP:0012210,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Abnormality of the anus,HP:0004378,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Vertebral segmentation defect,HP:0003422,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Scoliosis,HP:0002650,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,Immunodeficiency,HP:0002721,,
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,,,Additional body measurements,30247.2
10959,Dysmorphic and congenital abnormality syndromes,28664,Kabuki,10960,Kabuki syndrome,20/03/18,,,General Imaging Diagnostics,33633.1
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Increased nuchal translucency,HP:0010880,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Nonimmune hydrops fetalis,HP:0001790,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Polyhydramnios,HP:0001561,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Failure to thrive in infancy,HP:0001531,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Feeding difficulties,HP:0011968,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Pulmonic stenosis,HP:0001642,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Hypertrophic cardiomyopathy,HP:0001639,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Abnormality of the atrioventricular valves,HP:0006705,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Atrial septal defect,HP:0001631,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Ventricular septal defect,HP:0001629,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Arrhythmia,HP:0011675,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Lymphedema,HP:0001004,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Pleural effusion,HP:0002202,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Intellectual disability,HP:0001249,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Specific learning disability,HP:0001328,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Delayed gross motor development,HP:0002194,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Delayed speech and language development,HP:0000750,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Abnormality of the kidney,HP:0000077,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Delayed puberty,HP:0000823,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Cryptorchidism,HP:0000028,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Decreased fertility,HP:0000144,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Abnormality of hair texture,HP:0010719,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Follicular hyperkeratosis,HP:0007502,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Cafe-au-lait spot,HP:0000957,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Multiple lentigines,HP:0001003,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Hemangioma,HP:0001028,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Papilloma,HP:0012740,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Pectus carinatum,HP:0000768,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Pectus excavatum,HP:0000767,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Wide intermamillary distance,HP:0006610,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Webbed neck,HP:0000465,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Abnormality of the coagulation cascade,HP:0003256,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Abnormality of thrombocytes,HP:0001872,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Neoplasm,HP:0002664,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Immunodeficiency,HP:0002721,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Autoimmunity,HP:0002960,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Abnormality of brain morphology,HP:0012443,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Seizures,HP:0001250,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Autism,HP:0000717,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Depression,HP:0000716,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Schizophrenia,HP:0100753,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Ptosis,HP:0000508,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Abnormality of refraction,HP:0000539,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Strabismus,HP:0000486,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,Hearing abnormality,HP:0000364,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,,,Intelligence Quotient Assessment,30224.1
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,,,Additional body measurements,30247.2
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11039,Noonan syndrome,20/03/18,,,General Imaging Diagnostics,33633.1
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Increased nuchal translucency,HP:0010880,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Nonimmune hydrops fetalis,HP:0001790,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Polyhydramnios,HP:0001561,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Failure to thrive in infancy,HP:0001531,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Feeding difficulties,HP:0011968,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Pulmonic stenosis,HP:0001642,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Hypertrophic cardiomyopathy,HP:0001639,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Abnormality of the atrioventricular valves,HP:0006705,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Atrial septal defect,HP:0001631,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Ventricular septal defect,HP:0001629,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Arrhythmia,HP:0011675,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Lymphedema,HP:0001004,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Pleural effusion,HP:0002202,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Intellectual disability,HP:0001249,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Specific learning disability,HP:0001328,,
10959,Dysmorphic and congenital abnormality syndromes,10961,RASopathies,11040,Noonan syndrome plus other features,20/03/18,Delayed gross motor development,HP:0002194,,
